level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
1915,1915,155.3523,9.7834654,1.4952652,0.0,0,7.8607712,0.0,0.10451734,112.3898,8.518652,333.51428,-9.2984343
1916,1916,155.3525,9.8446016,1.5263799,0.0,0,7.8342915,0.0,0.10714985,112.37936,8.4876385,333.56671,-9.2978373
1917,1917,155.3527,10.013646,1.5505328,0.0,0,7.8078113,0.0,0.10867285,113.93378,8.4584112,333.61911,-9.2971478
1918,1918,155.3529,10.136589,1.5646787,0.0,0,7.7813311,0.0,0.10987338,115.44154,8.430686,333.67154,-9.2970829
1919,1919,155.3531,10.113633,1.5787057,0.0,0,7.7548509,0.0,0.11125218,115.35381,8.4037037,333.72397,-9.2969694
1920,1920,155.3533,10.02853,1.6087232,0.0,0,7.7283711,0.0,0.11286505,114.22147,8.3747797,333.77637,-9.2975559
1921,1921,155.3535,10.002051,1.6459951,0.0,0,7.7018909,0.0,0.11550701,113.43761,8.349124,333.8288,-9.2984228
1922,1922,155.3537,10.027311,1.6747134,0.0,0,7.6754107,0.0,0.11829312,113.33713,8.3254242,333.88123,-9.2986174
1923,1923,155.3539,10.077267,1.6984771,0.0,0,7.6489305,0.0,0.11987948,113.67072,8.2972059,333.93362,-9.2977409
1924,1924,155.3541,10.171208,1.7176386,0.0,0,7.6224508,0.0,0.12111659,114.50532,8.269372,333.98605,-9.2969093
1925,1925,155.3543,10.300202,1.7390035,0.0,0,7.5959711,0.0,0.12311593,115.67014,8.2427902,334.03845,-9.29671
1926,1926,155.3545,10.382428,1.7775227,0.0,0,7.5694909,0.0,0.12564366,116.45102,8.2135344,334.09088,-9.2967472
1927,1927,155.3547,10.361975,1.816481,0.0,0,7.5430107,0.0,0.12826414,116.11345,8.1848278,334.14331,-9.2967587
1928,1928,155.3549,10.290697,1.8394004,0.0,0,7.516531,0.0,0.13065438,115.00761,8.1537857,334.19571,-9.2966013
1929,1929,155.3551,10.258862,1.8671627,0.0,0,7.4900513,0.0,0.13263963,114.30421,8.1230974,334.24814,-9.296689
1930,1930,155.3553,10.282034,1.8995224,0.0,0,7.4635711,0.0,0.13457388,114.31088,8.0949764,334.30057,-9.2971172
1931,1931,155.3555,10.30029,1.9220456,0.0,0,7.4370909,0.0,0.13681342,114.36029,8.0668516,334.35297,-9.297349
1932,1932,155.3557,10.305506,1.9500476,0.0,0,7.4106107,0.0,0.13901359,114.21685,8.0389738,334.4054,-9.2972927
1933,1933,155.3559,10.352658,1.9758619,0.0,0,7.3846622,0.0,0.14051452,114.43875,8.0150108,334.45782,-9.2970543
1934,1934,155.3561,10.461086,1.9859682,0.0,0,7.3593569,0.0,0.14179721,115.31585,7.9917445,334.51022,-9.2973709
1935,1935,155.3563,10.542717,2.008667,0.0,0,7.334168,0.0,0.14366929,116.14931,7.9646387,334.56265,-9.2971983
1936,1936,155.3565,10.527006,2.043251,0.0,0,7.3089838,0.0,0.14566109,115.99513,7.9378014,334.61508,-9.2961054
1937,1937,155.3567,10.458497,2.0655522,0.0,0,7.2837996,0.0,0.14774379,115.01717,7.9127584,334.66748,-9.2961683
1938,1938,155.3569,10.43521,2.090914,0.0,0,7.258616,0.0,0.15009356,114.4186,7.8924665,334.71991,-9.2967281
1939,1939,155.3571,10.493191,2.1179483,0.0,0,7.2334318,0.0,0.15164219,114.75713,7.8692508,334.77231,-9.2967958
1940,1940,155.3573,10.578487,2.1325879,0.0,0,7.2082477,0.0,0.15286916,115.45786,7.8422294,334.82474,-9.2967777
1941,1941,155.3575,10.627229,2.1584139,0.0,0,7.1830635,0.0,0.15516526,115.70571,7.8167443,334.87717,-9.2968941
1942,1942,155.3577,10.650688,2.1949379,0.0,0,7.1578794,0.0,0.15749566,115.71149,7.7891526,334.92953,-9.2970314
1943,1943,155.3579,10.686481,2.2173667,0.0,0,7.1326952,0.0,0.15938495,115.95818,7.7645674,334.854,-9.2975702
1944,1944,155.3581,10.70978,2.2401245,0.0,0,7.107511,0.0,0.16168536,116.02045,7.7403903,334.77844,-9.2969961
1945,1945,155.3583,10.701185,2.2708142,0.0,0,7.0823274,0.0,0.16362986,115.72223,7.7138014,334.70288,-9.2970266
1946,1946,155.3585,10.683045,2.2926259,0.0,0,7.0571437,0.0,0.16523054,115.30874,7.6861725,334.62732,-9.2975922
1947,1947,155.3587,10.692008,2.3178976,0.0,0,7.0319595,0.0,0.16771795,115.07864,7.6588278,334.55176,-9.2969847
1948,1948,155.3589,10.732936,2.3472519,0.0,0,7.0067749,0.0,0.16982551,115.27216,7.6351609,334.4762,-9.29673
1949,1949,155.3591,10.788476,2.3627403,0.0,0,6.9815912,0.0,0.17087245,115.67979,7.6101522,334.40067,-9.2969093
1950,1950,155.3593,10.827108,2.3801432,0.0,0,6.9564075,0.0,0.17266743,115.87141,7.586225,334.3251,-9.2976809
1951,1951,155.3595,10.842057,2.4090369,0.0,0,6.9312234,0.0,0.17477718,115.88306,7.5646992,334.24954,-9.2970333
1952,1952,155.3597,10.860914,2.4354351,0.0,0,6.9060392,0.0,0.17642367,115.86558,7.5413136,334.17398,-9.2957067
1953,1953,155.3599,10.85794,2.4585426,0.0,0,6.8808551,0.0,0.17875524,115.64372,7.516911,334.09842,-9.2954693
1954,1954,155.3601,10.841933,2.4821644,0.0,0,6.8556719,0.0,0.18084858,115.26275,7.4934845,334.02286,-9.2954922
1955,1955,155.3603,10.874628,2.5019035,0.0,0,6.8304877,0.0,0.18195772,115.27012,7.4709349,333.94733,-9.2967386
1956,1956,155.3605,10.961103,2.5238006,0.0,0,6.8053036,0.0,0.18386936,115.86478,7.4461908,333.87177,-9.2976017
1957,1957,155.3607,11.03884,2.5522785,0.0,0,6.7801194,0.0,0.18628334,116.52864,7.421577,333.7962,-9.2978487
1958,1958,155.3609,11.057557,2.5790231,0.0,0,6.7554379,0.0,0.18798266,116.66226,7.3979101,333.72064,-9.2984533
1959,1959,155.3611,11.016936,2.6013415,0.0,0,6.7313633,0.0,0.19002599,116.11403,7.3758636,333.64508,-9.2978754
1960,1960,155.3613,10.988693,2.6233456,0.0,0,6.7073984,0.0,0.19220334,115.52878,7.3497458,333.56952,-9.2974281
1961,1961,155.3615,11.022368,2.6484058,0.0,0,6.6834378,0.0,0.19369797,115.52593,7.3227715,333.49399,-9.2974186
1962,1962,155.3617,11.066596,2.6732986,0.0,0,6.6594777,0.0,0.1957528,115.77774,7.2984548,333.41843,-9.2972622
1963,1963,155.3619,11.086515,2.6955187,0.0,0,6.6355181,0.0,0.19809949,115.76565,7.2737565,333.34286,-9.2971449
1964,1964,155.3621,11.113399,2.7188034,0.0,0,6.6115575,0.0,0.19951759,115.8159,7.2497826,333.2673,-9.2969151
1965,1965,155.3623,11.175467,2.7396336,0.0,0,6.5875978,0.0,0.20101942,116.18014,7.2245584,333.19174,-9.2961721
1966,1966,155.3625,11.241803,2.7582061,0.0,0,6.5636377,0.0,0.2031215,116.65963,7.1995664,333.11618,-9.2961483
1967,1967,155.3627,11.267426,2.7864344,0.0,0,6.5396781,0.0,0.20504217,116.83646,7.1771846,333.04062,-9.2973719
1968,1968,155.3629,11.250187,2.8144615,0.0,0,6.515718,0.0,0.20710298,116.49064,7.1549125,332.96509,-9.2982121
1969,1969,155.3631,11.229865,2.8335898,0.0,0,6.4917583,0.0,0.20935576,116.01806,7.1295915,332.88953,-9.2984619
1970,1970,155.3633,11.244265,2.8589296,0.0,0,6.4677982,0.0,0.21109954,115.9045,7.1061654,332.81396,-9.2984209
1971,1971,155.3635,11.289022,2.8853211,0.0,0,6.4438381,0.0,0.21282372,116.06517,7.0814576,332.7384,-9.29844
1972,1972,155.3637,11.336721,2.9044662,0.0,0,6.419878,0.0,0.21499015,116.27299,7.0565791,332.66284,-9.2984457
1973,1973,155.3639,11.383974,2.9327011,0.0,0,6.3959174,0.0,0.21720302,116.55141,7.0330706,332.58728,-9.2978659
1974,1974,155.3641,11.435444,2.9624519,0.0,0,6.3719578,0.0,0.21920715,116.83156,7.0069423,332.51175,-9.2973261
1975,1975,155.3643,11.473166,2.9795654,0.0,0,6.3479977,0.0,0.22124642,116.96933,6.981461,332.43619,-9.2972727
1976,1976,155.3645,11.479074,3.0049589,0.0,0,6.324038,0.0,0.22336382,116.82037,6.9562917,332.36063,-9.2968254
1977,1977,155.3647,11.47588,3.0354931,0.0,0,6.3000779,0.0,0.22521912,116.58395,6.930819,332.28506,-9.296175
1978,1978,155.3649,11.478513,3.0530169,0.0,0,6.2761183,0.0,0.22723213,116.38229,6.907546,332.2095,-9.2964134
1979,1979,155.3651,11.484234,3.0784175,0.0,0,6.2521582,0.0,0.22955902,116.21893,6.8849516,332.13394,-9.2971849
1980,1980,155.3653,11.510918,3.1077266,0.0,0,6.2281981,0.0,0.23139374,116.25983,6.8615856,332.05841,-9.2977571
1981,1981,155.3655,11.555968,3.1222925,0.0,0,6.2042384,0.0,0.2329873,116.45422,6.835506,331.98285,-9.2979374
1982,1982,155.3657,11.600352,3.146404,0.0,0,6.1802783,0.0,0.23526855,116.59689,6.8097472,331.90729,-9.2985649
1983,1983,155.3659,11.634818,3.1783161,0.0,0,6.1567988,0.0,0.23737504,116.7601,6.7852836,331.83173,-9.2983599
1984,1984,155.3661,11.667279,3.1957703,0.0,0,6.1339011,0.0,0.23912594,116.92553,6.7603345,331.75616,-9.2978888
1985,1985,155.3663,11.68811,3.2178919,0.0,0,6.1111083,0.0,0.24145913,116.87319,6.7364192,331.6806,-9.2977324
1986,1986,155.3665,11.695992,3.2465341,0.0,0,6.0883203,0.0,0.24331538,116.74176,6.7130847,331.60507,-9.2970324
1987,1987,155.3667,11.723001,3.2647939,0.0,0,6.0655322,0.0,0.24487317,116.82385,6.6899948,331.52951,-9.2969275
1988,1988,155.3669,11.745732,3.2897902,0.0,0,6.0427446,0.0,0.24747743,116.79585,6.6660719,331.45395,-9.2963848
1989,1989,155.3671,11.765882,3.3211644,0.0,0,6.0199566,0.0,0.24971037,116.72134,6.6403289,331.37839,-9.2963591
1990,1990,155.3673,11.798163,3.3401723,0.0,0,5.9971681,0.0,0.2512199,116.79777,6.6154399,331.30283,-9.2967405
1991,1991,155.3675,11.823831,3.362401,0.0,0,5.97438,0.0,0.25369003,116.77374,6.592011,331.22726,-9.2968092
1992,1992,155.3677,11.849575,3.393203,0.0,0,5.951592,0.0,0.25606057,116.79407,6.5679274,331.1517,-9.2970552
1993,1993,155.3679,11.879982,3.4161587,0.0,0,5.9288039,0.0,0.25768763,116.89719,6.5432215,331.03589,-9.2977209
1994,1994,155.3681,11.908017,3.4380836,0.0,0,5.9060163,0.0,0.26015446,116.87348,6.5180545,330.9201,-9.2979355
1995,1995,155.3683,11.937229,3.4659333,0.0,0,5.8832283,0.0,0.26248363,116.93829,6.4933343,330.80429,-9.2974072
1996,1996,155.3685,11.971218,3.4873557,0.0,0,5.8604403,0.0,0.26387125,117.09245,6.4710073,330.68848,-9.2978373
1997,1997,155.3687,12.00461,3.5082793,0.0,0,5.8376522,0.0,0.26617429,117.10997,6.4466009,330.57266,-9.2979584
1998,1998,155.3689,12.027963,3.5361748,0.0,0,5.8148637,0.0,0.2686972,117.03065,6.4208584,330.45685,-9.2972469
1999,1999,155.3691,12.038445,3.5605662,0.0,0,5.7920756,0.0,0.27031752,116.93349,6.3981857,330.34103,-9.2970238
2000,2000,155.3693,12.057498,3.5826249,0.0,0,5.7692881,0.0,0.27260715,116.86789,6.3768163,330.22525,-9.2969713
2001,2001,155.3695,12.090784,3.6067519,0.0,0,5.7465,0.0,0.27496108,116.8727,6.3500581,330.10944,-9.2968616
2002,2002,155.3697,12.123571,3.6303575,0.0,0,5.723712,0.0,0.27645633,116.96692,6.322999,329.99362,-9.2967339
2003,2003,155.3699,12.155944,3.6534648,0.0,0,5.7009239,0.0,0.27865937,117.04115,6.2985253,329.87781,-9.2974463
2004,2004,155.3701,12.194649,3.6786392,0.0,0,5.6781363,0.0,0.28125128,117.11747,6.2749882,329.76199,-9.2982655
2005,2005,155.3703,12.234156,3.7049725,0.0,0,5.6553483,0.0,0.28301314,117.26466,6.2513647,329.64618,-9.2983599
2006,2006,155.3705,12.259513,3.7281468,0.0,0,5.6325603,0.0,0.28513679,117.28111,6.2255478,329.53036,-9.298254
2007,2007,155.3707,12.274203,3.750361,0.0,0,5.6097717,0.0,0.28768393,117.13023,6.2020707,329.41458,-9.2982502
2008,2008,155.3709,12.288246,3.7780099,0.0,0,5.5874381,0.0,0.28956971,117.08322,6.1784477,329.29877,-9.2984352
2009,2009,155.3711,12.310225,3.80323,0.0,0,5.5656548,0.0,0.29174581,117.06197,6.1530066,329.18295,-9.2984438
2010,2010,155.3713,12.329753,3.8235502,0.0,0,5.5439701,0.0,0.29430139,116.90845,6.1293249,329.06714,-9.2978601
2011,2011,155.3715,12.348619,3.850657,0.0,0,5.5222902,0.0,0.29623327,116.83272,6.1050553,328.95132,-9.2970667
2012,2012,155.3717,12.380492,3.8751411,0.0,0,5.5006099,0.0,0.29815498,116.90192,6.0802517,328.83551,-9.2963696
2013,2013,155.3719,12.428724,3.8928933,0.0,0,5.47893,0.0,0.30051675,117.04155,6.0562811,328.71973,-9.2958193
2014,2014,155.3721,12.475898,3.9204981,0.0,0,5.4572496,0.0,0.30262655,117.29513,6.0308995,328.60391,-9.2964239
2015,2015,155.3723,12.490584,3.9475148,0.0,0,5.4355698,0.0,0.30453399,117.3074,6.0081525,328.4881,-9.2970495
2016,2016,155.3725,12.497291,3.9646554,0.0,0,5.4138899,0.0,0.30675304,117.1153,5.9862947,328.37228,-9.2978277
2017,2017,155.3727,12.519041,3.9910085,0.0,0,5.39221,0.0,0.30894724,117.03442,5.9619489,328.25647,-9.2987452
2018,2018,155.3729,12.543771,4.0193915,0.0,0,5.3705297,0.0,0.31094864,116.97183,5.936451,328.14066,-9.2987309
2019,2019,155.3731,12.563145,4.0361462,0.0,0,5.3488498,0.0,0.31320527,116.84813,5.9116516,328.02487,-9.298686
2020,2020,155.3733,12.581646,4.0623541,0.0,0,5.3271699,0.0,0.31562638,116.73031,5.8873692,327.90906,-9.2984266
2021,2021,155.3735,12.615681,4.0918283,0.0,0,5.30549,0.0,0.31755161,116.79895,5.8643365,327.79324,-9.298377
2022,2022,155.3737,12.66039,4.1069193,0.0,0,5.2838097,0.0,0.31949306,116.99328,5.8422246,327.67743,-9.2978544
2023,2023,155.3739,12.702844,4.1309948,0.0,0,5.2621298,0.0,0.32194978,117.10979,5.8171411,327.56161,-9.2969494
2024,2024,155.3741,12.742561,4.161695,0.0,0,5.2404499,0.0,0.32398295,117.27839,5.7926111,327.4458,-9.2962065
2025,2025,155.3743,12.762836,4.1778369,0.0,0,5.21877,0.0,0.3259109,117.31013,5.7700057,327.33002,-9.296196
2026,2026,155.3745,12.781321,4.200943,0.0,0,5.1970901,0.0,0.32853666,117.13101,5.7466574,327.2142,-9.2962923
2027,2027,155.3747,12.807643,4.2318072,0.0,0,5.1754103,0.0,0.3306751,117.09039,5.723599,327.09839,-9.2962933
2028,2028,155.3749,12.826608,4.248734,0.0,0,5.1537299,0.0,0.33243483,117.07564,5.697464,326.98257,-9.2969265
2029,2029,155.3751,12.847773,4.2721672,0.0,0,5.13205,0.0,0.33514521,116.97877,5.6707892,326.86676,-9.2977018
2030,2030,155.3753,12.869964,4.3037214,0.0,0,5.1103697,0.0,0.33741623,116.88249,5.6470981,326.75095,-9.2990398
2031,2031,155.3755,12.891519,4.321197,0.0,0,5.0886898,0.0,0.33913761,116.86097,5.6244493,326.63513,-9.2992506
2032,2032,155.3757,12.924994,4.3425379,0.0,0,5.0670099,0.0,0.3417981,116.88451,5.5973034,326.51935,-9.2986774
2033,2033,155.3759,12.957005,4.3718204,0.0,0,5.0457649,0.0,0.34395534,116.93855,5.5748119,326.40353,-9.2984571
2034,2034,155.3761,12.989186,4.3902125,0.0,0,5.0250454,0.0,0.34546474,117.06636,5.5567646,326.28772,-9.2981234
2035,2035,155.3763,13.026667,4.4110336,0.0,0,5.0044208,0.0,0.34817293,117.08293,5.5337601,326.17191,-9.2980013
2036,2036,155.3765,13.050587,4.4404826,0.0,0,4.9838009,0.0,0.35066614,117.02695,5.509511,326.05609,-9.2975597
2037,2037,155.3767,13.060966,4.4600687,0.0,0,4.9631805,0.0,0.35208237,116.93524,5.4870281,325.94028,-9.2967777
2038,2038,155.3769,13.077126,4.48001,0.0,0,4.9425607,0.0,0.35460436,116.7456,5.4644618,325.82449,-9.2967386
2039,2039,155.3771,13.10166,4.5076833,0.0,0,4.9219408,0.0,0.35716644,116.66285,5.4398942,325.70868,-9.2968941
2040,2040,155.3773,13.125514,4.5285664,0.0,0,4.9013209,0.0,0.35860488,116.76209,5.4167314,325.59286,-9.2969503
2041,2041,155.3775,13.152762,4.5482287,0.0,0,4.8807006,0.0,0.36103001,116.72678,5.39501,325.47705,-9.2970877
2042,2042,155.3777,13.189966,4.5733528,0.0,0,4.8600807,0.0,0.36358839,116.66595,5.3744478,325.36124,-9.2977953
2043,2043,155.3779,13.234514,4.5951586,0.0,0,4.8394608,0.0,0.36505094,116.87906,5.3531337,325.22272,-9.2990608
2044,2044,155.3781,13.272518,4.6145339,0.0,0,4.818841,0.0,0.36734223,117.01731,5.3289876,325.08417,-9.2995071
2045,2045,155.3783,13.298512,4.6391091,0.0,0,4.7982206,0.0,0.36998326,116.97675,5.3051629,324.94565,-9.2992268
2046,2046,155.3785,13.314768,4.6637015,0.0,0,4.7776008,0.0,0.37160376,116.93629,5.2824316,324.8071,-9.2988205
2047,2047,155.3787,13.332377,4.6851063,0.0,0,4.7569809,0.0,0.37392664,116.81693,5.2592421,324.66858,-9.2973881
2048,2048,155.3789,13.348535,4.707406,0.0,0,4.7363605,0.0,0.37665322,116.60509,5.2357593,324.53003,-9.2965393
2049,2049,155.3791,13.363415,4.7322874,0.0,0,4.7157407,0.0,0.37831932,116.48998,5.2141323,324.39151,-9.2968149
2050,2050,155.3793,13.391438,4.7542319,0.0,0,4.6951208,0.0,0.3805075,116.46589,5.1959238,324.25299,-9.296855
2051,2051,155.3795,13.432523,4.7736831,0.0,0,4.6745009,0.0,0.38318235,116.47794,5.1756144,324.11444,-9.2967701
2052,2052,155.3797,13.478343,4.7994232,0.0,0,4.6538811,0.0,0.38503051,116.67157,5.1481643,323.97592,-9.2968254
2053,2053,155.3799,13.514953,4.8220091,0.0,0,4.6332607,0.0,0.38710314,116.80064,5.12185,323.83737,-9.2969732
2054,2054,155.3801,13.543941,4.8393316,0.0,0,4.6126404,0.0,0.38962057,116.7276,5.1022935,323.69885,-9.2976847
2055,2055,155.3803,13.573401,4.8655682,0.0,0,4.5920205,0.0,0.39153174,116.73881,5.0823712,323.5603,-9.2984524
2056,2056,155.3805,13.588553,4.8891153,0.0,0,4.5714006,0.0,0.39353016,116.73605,5.0605288,323.42178,-9.298481
2057,2057,155.3807,13.594893,4.9050512,0.0,0,4.5507808,0.0,0.39609677,116.55272,5.0373554,323.28323,-9.2983236
2058,2058,155.3809,13.608966,4.930398,0.0,0,4.5305729,0.0,0.39821947,116.4241,5.0150046,323.14471,-9.2982731
2059,2059,155.3811,13.635702,4.9546061,0.0,0,4.5108628,0.0,0.40005285,116.39828,4.9933944,323.0062,-9.2971382
2060,2060,155.3813,13.67022,4.968761,0.0,0,4.4912429,0.0,0.40229025,116.32818,4.9714069,322.86765,-9.2964001
2061,2061,155.3815,13.704832,4.9934783,0.0,0,4.4716268,0.0,0.40450263,116.36951,4.9510441,322.72913,-9.2969217
2062,2062,155.3817,13.749053,5.0201159,0.0,0,4.4520106,0.0,0.40641052,116.53487,4.9291396,322.59058,-9.2976685
2063,2063,155.3819,13.790774,5.0340867,0.0,0,4.4323945,0.0,0.40863228,116.63833,4.9073071,322.45206,-9.297884
2064,2064,155.3821,13.821118,5.0584822,0.0,0,4.4127784,0.0,0.4110631,116.65129,4.8836875,322.31351,-9.2979059
2065,2065,155.3823,13.844974,5.0879054,0.0,0,4.3931623,0.0,0.41315559,116.59624,4.8615084,322.17499,-9.2984505
2066,2066,155.3825,13.866096,5.1023569,0.0,0,4.3735466,0.0,0.41539916,116.52647,4.8409901,322.03647,-9.2984638
2067,2067,155.3827,13.884636,5.1250434,0.0,0,4.353931,0.0,0.41801023,116.41007,4.8200064,321.89792,-9.29778
2068,2068,155.3829,13.898834,5.1538224,0.0,0,4.3343148,0.0,0.4199498,116.24419,4.7977719,321.7594,-9.2977505
2069,2069,155.3831,13.919013,5.1663165,0.0,0,4.3146987,0.0,0.42172,116.17979,4.7769041,321.62085,-9.2980022
2070,2070,155.3833,13.951997,5.1872473,0.0,0,4.295083,0.0,0.42443621,116.16333,4.7571673,321.48233,-9.2973652
2071,2071,155.3835,13.994939,5.2168875,0.0,0,4.2754664,0.0,0.42661205,116.23538,4.7341518,321.34378,-9.2976179
2072,2072,155.3837,14.045354,5.2309809,0.0,0,4.2558503,0.0,0.42833227,116.42759,4.7121625,321.20526,-9.2981224
2073,2073,155.3839,14.083235,5.2503691,0.0,0,4.2362342,0.0,0.43094751,116.47448,4.6895185,321.06671,-9.2976828
2074,2074,155.3841,14.101556,5.2786016,0.0,0,4.2166185,0.0,0.43294498,116.40612,4.6676364,320.92819,-9.2970791
2075,2075,155.3843,14.115956,5.2926826,0.0,0,4.1970024,0.0,0.43442968,116.36572,4.6485682,320.78967,-9.2969208
2076,2076,155.3845,14.133388,5.3114772,0.0,0,4.1773863,0.0,0.43715581,116.21085,4.6275892,320.65112,-9.2972946
2077,2077,155.3847,14.158798,5.3404117,0.0,0,4.1577706,0.0,0.43951494,116.11523,4.6052079,320.5126,-9.2978449
2078,2078,155.3849,14.18337,5.3574462,0.0,0,4.1381545,0.0,0.44103569,116.13697,4.5843773,320.37405,-9.2980709
