level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm),uncorrected stress
1985,1985,165.3463,8.2206202,0.58485693,0.0,0,8.6858444,0.0,0.039556287,96.05555889303295,9.5277262,361.80627,-9.2811699,96.05555889303295
1986,1986,165.3465,8.5026789,0.59598184,0.0,0,8.6580124,0.0,0.04035588,99.26947616387783,9.4851303,361.81476,-9.2809668,99.26947616387783
1987,1987,165.3467,8.3300734,0.5886516,0.0,0,8.6301804,0.0,0.039871171,97.30713365068824,9.4457941,361.82324,-9.2814798,97.30713365068824
1988,1988,165.3469,7.8667517,0.61699843,0.0,0,8.6023483,0.0,0.041656833,91.70189641592354,9.4132805,361.83173,-9.281662,91.70189641592354
1989,1989,165.3471,7.7308698,0.67829192,0.0,0,8.5745173,0.0,0.045237519,89.70784024403416,9.3835554,361.84021,-9.2826033,89.70784024403416
1990,1990,165.3473,8.1063938,0.719522,0.0,0,8.5466843,0.0,0.048441101,93.77608278873171,9.352169,361.84869,-9.2834377,93.77608278873171
1991,1991,165.3475,8.5083971,0.73753858,0.0,0,8.5188522,0.0,0.050480183,98.29383823795698,9.3205681,361.85721,-9.2828779,98.29383823795698
1992,1992,165.3477,8.6379719,0.7520079,0.0,0,8.4910212,0.0,0.05119225,99.68257413142331,9.2893124,361.86569,-9.2823381,99.68257413142331
1993,1993,165.3479,8.6928844,0.77584809,0.0,0,8.4631882,0.0,0.052364215,100.13687700733126,9.2558079,361.87418,-9.2809153,100.13687700733126
1994,1994,165.3481,8.8279161,0.82727009,0.0,0,8.4353561,0.0,0.056059334,101.29939335372352,9.2172651,361.88266,-9.2798548,101.29939335372352
1995,1995,165.3483,8.8170519,0.88845408,0.0,0,8.4075251,0.0,0.060319908,100.70768948442257,9.1767826,361.89114,-9.2803202,100.70768948442257
1996,1996,165.3485,8.5641785,0.92894113,0.0,0,8.3796921,0.0,0.063141622,97.51917565423356,9.1399374,361.89963,-9.2809172,97.51917565423356
1997,1997,165.3487,8.3723631,0.96091759,0.0,0,8.35186,0.0,0.065833271,95.10318854555756,9.1033669,361.90811,-9.2810612,95.10318854555756
1998,1998,165.3489,8.5072651,1.000856,0.0,0,8.324029,0.0,0.068578117,96.34135213335732,9.0644188,361.9166,-9.2810936,96.34135213335732
1999,1999,165.3491,8.7669411,1.0393686,0.0,0,8.2961969,0.0,0.070992,98.98968977155707,9.0246286,361.92508,-9.2814646,98.98968977155707
2000,2000,165.3493,8.8295813,1.0721527,0.0,0,8.2683649,0.0,0.07377822,99.44628452920605,8.9827671,361.93356,-9.2817259,99.44628452920605
2001,2001,165.3495,8.7585363,1.0974916,0.0,0,8.2405329,0.0,0.075885177,98.45390487116107,8.9458723,361.94205,-9.2812796,98.45390487116107
2002,2002,165.3497,8.8362751,1.1142014,0.0,0,8.2127008,0.0,0.076761588,99.19987648740558,8.9147663,361.95053,-9.2811451,99.19987648740558
2003,2003,165.3499,9.0393248,1.135361,0.0,0,8.1848688,0.0,0.078372702,101.3137361274421,8.8850756,361.95901,-9.2809763,101.3137361274421
2004,2004,165.3501,9.0458469,1.1677152,0.0,0,8.1570368,0.0,0.080820203,101.13333143744731,8.8558168,361.9675,-9.2800016,101.13333143744731
2005,2005,165.3503,8.8104057,1.202685,0.0,0,8.1292048,0.0,0.082933918,98.2341958639208,8.8262091,361.97598,-9.2793751,98.2341958639208
2006,2006,165.3505,8.6738167,1.2305402,0.0,0,8.1013727,0.0,0.085169159,96.50195543703107,8.7988205,361.98447,-9.2788944,96.50195543703107
2007,2007,165.3507,8.882247,1.2517847,0.0,0,8.0735407,0.0,0.087107003,98.65740851072715,8.7739067,361.99295,-9.2786894,98.65740851072715
2008,2008,165.3509,9.2040672,1.2769774,0.0,0,8.0462637,0.0,0.088435955,102.03106406809404,8.7439842,362.00146,-9.2792521,102.03106406809404
2009,2009,165.3511,9.307045,1.3108925,0.0,0,8.0196581,0.0,0.090768628,102.8991415657003,8.7108898,362.00995,-9.2798071,102.8991415657003
2010,2010,165.3513,9.2089806,1.3525676,0.0,0,7.9931717,0.0,0.094166905,101.48240647828905,8.6797743,362.01843,-9.2798014,101.48240647828905
2011,2011,165.3515,9.1258669,1.3988839,0.0,0,7.966691,0.0,0.097213604,100.2002425363432,8.6481581,362.02692,-9.2796249,100.2002425363432
2012,2012,165.3517,9.136673,1.4349113,0.0,0,7.9402113,0.0,0.099872671,100.03363886432982,8.6158447,362.0354,-9.2804556,100.03363886432982
2013,2013,165.3519,9.1411619,1.4597746,0.0,0,7.9137316,0.0,0.10227292,99.88581950618018,8.5819092,362.04388,-9.2810745,99.88581950618018
2014,2014,165.3521,9.0861015,1.4941436,0.0,0,7.8872514,0.0,0.10442524,99.01352768747397,8.5477304,362.05237,-9.2809563,99.01352768747397
2015,2015,165.3523,9.0631056,1.5304739,0.0,0,7.8607712,0.0,0.10688143,98.47755215472942,8.5152845,362.06085,-9.280942,98.47755215472942
2016,2016,165.3525,9.1648827,1.5533683,0.0,0,7.8342915,0.0,0.10926408,99.40156749327511,8.4837694,362.06934,-9.2800493,99.40156749327511
2017,2017,165.3527,9.3045712,1.5740066,0.0,0,7.8078113,0.0,0.1106635,100.75016386110296,8.4527435,362.07782,-9.2784901,100.75016386110296
2018,2018,165.3529,9.3427105,1.5919124,0.0,0,7.7813311,0.0,0.11162143,101.01812497378609,8.4240971,362.0863,-9.2778301,101.01812497378609
2019,2019,165.3531,9.285553,1.608882,0.0,0,7.7548509,0.0,0.11324853,100.26351514534367,8.3972969,362.09479,-9.2784252,100.26351514534367
2020,2020,165.3533,9.2236605,1.6434853,0.0,0,7.7283711,0.0,0.11559139,99.31852257719807,8.3699236,362.10327,-9.2796583,99.31852257719807
2021,2021,165.3535,9.2133255,1.6802025,0.0,0,7.7018909,0.0,0.11795282,98.91395438635568,8.3445263,362.11176,-9.280179,98.91395438635568
2022,2022,165.3537,9.2585688,1.696395,0.0,0,7.6754107,0.0,0.1198269,99.2697039634833,8.3207865,362.12024,-9.2804947,99.2697039634833
2023,2023,165.3539,9.3581705,1.7139713,0.0,0,7.6489305,0.0,0.1212471,100.19501486276258,8.2948408,362.12872,-9.28022,100.19501486276258
2024,2024,165.3541,9.4884377,1.7408608,0.0,0,7.6224508,0.0,0.12258908,101.36852187235507,8.2674465,362.13724,-9.2800188,101.36852187235507
2025,2025,165.3543,9.5741348,1.764866,0.0,0,7.5959711,0.0,0.12471699,102.0847690588897,8.2401657,362.14572,-9.2806778,102.0847690588897
2026,2026,165.3545,9.561183,1.8015329,0.0,0,7.5694909,0.0,0.12762466,101.64266224094268,8.210537,362.15421,-9.2797976,101.64266224094268
2027,2027,165.3547,9.4900713,1.8398066,0.0,0,7.5430107,0.0,0.13002202,100.57169917851402,8.1821795,362.16269,-9.2789545,100.57169917851402
2028,2028,165.3549,9.4504337,1.8600278,0.0,0,7.516531,0.0,0.13199699,99.98590299367469,8.1537437,362.17117,-9.2792606,99.98590299367469
2029,2029,165.3551,9.4670057,1.8895092,0.0,0,7.4900513,0.0,0.13450456,99.91916927930731,8.1247845,362.17966,-9.2793856,99.91916927930731
2030,2030,165.3553,9.4876032,1.9278661,0.0,0,7.4635711,0.0,0.13683532,99.8209183450945,8.0960484,362.18814,-9.2791948,99.8209183450945
2031,2031,165.3555,9.4869881,1.9502691,0.0,0,7.4370909,0.0,0.13876224,99.63008936329001,8.0661821,362.19662,-9.2786388,99.63008936329001
2032,2032,165.3557,9.5230379,1.9720715,0.0,0,7.4106107,0.0,0.14093213,99.828571451965,8.0379028,362.20511,-9.2790718,99.828571451965
2033,2033,165.3559,9.6149473,1.9970614,0.0,0,7.3846622,0.0,0.14241055,100.58360667043968,8.0127163,362.21359,-9.2803726,100.58360667043968
2034,2034,165.3561,9.6986599,2.0123925,0.0,0,7.3593569,0.0,0.143566,101.33034565132716,7.9862394,362.14963,-9.2809143,101.33034565132716
2035,2035,165.3563,9.6921778,2.037303,0.0,0,7.334168,0.0,0.1458752,101.05316148572611,7.9606886,362.01324,-9.2816858,101.05316148572611
2036,2036,165.3565,9.6096287,2.0720975,0.0,0,7.3089838,0.0,0.14816882,99.90238861480933,7.9369092,361.87686,-9.2819309,99.90238861480933
2037,2037,165.3567,9.560462,2.0935948,0.0,0,7.2837996,0.0,0.14975658,99.21292449644518,7.9104896,361.74051,-9.2812071,99.21292449644518
2038,2038,165.3569,9.585454,2.1129725,0.0,0,7.258616,0.0,0.15171768,99.31110921924956,7.8858633,361.60413,-9.28092,99.31110921924956
2039,2039,165.3571,9.6650219,2.138185,0.0,0,7.2334318,0.0,0.15341188,99.9240342024109,7.8637342,361.46774,-9.2807159,99.9240342024109
2040,2040,165.3573,9.753932,2.1581726,0.0,0,7.2082477,0.0,0.15469356,100.67407444953723,7.8384099,361.33139,-9.280158,100.67407444953723
2041,2041,165.3575,9.8284054,2.1835501,0.0,0,7.1830635,0.0,0.15709999,101.22629556441623,7.8087716,361.19501,-9.2795773,101.22629556441623
2042,2042,165.3577,9.8788395,2.216342,0.0,0,7.1578794,0.0,0.15954465,101.46459767484545,7.7852383,361.05862,-9.2794552,101.46459767484545
2043,2043,165.3579,9.8896217,2.2413673,0.0,0,7.1326952,0.0,0.16108507,101.36054318148645,7.7623911,360.92227,-9.2802076,101.36054318148645
2044,2044,165.3581,9.8580055,2.2636201,0.0,0,7.107511,0.0,0.16330622,100.84610419854322,7.7343311,360.78589,-9.2802315,100.84610419854322
2045,2045,165.3583,9.8062248,2.2935166,0.0,0,7.0823274,0.0,0.16573688,100.0619253144973,7.7079606,360.64951,-9.2800589,100.0619253144973
2046,2046,165.3585,9.7714491,2.3224714,0.0,0,7.0571437,0.0,0.16748936,99.46148281166337,7.6833019,360.51315,-9.2807932,99.46148281166337
2047,2047,165.3587,9.790556,2.3467507,0.0,0,7.0319595,0.0,0.1697714,99.4496176139704,7.6581478,360.37677,-9.2816401,99.4496176139704
2048,2048,165.3589,9.8535604,2.3688974,0.0,0,7.0067749,0.0,0.1718315,99.90015265337495,7.6323571,360.24042,-9.2816362,99.90015265337495
2049,2049,165.3591,9.9229794,2.3873405,0.0,0,6.9815912,0.0,0.17283635,100.44507373482483,7.6072712,360.10403,-9.2810392,100.44507373482483
2050,2050,165.3593,9.974802,2.4084136,0.0,0,6.9564075,0.0,0.1746628,100.78715217248953,7.5848083,359.96765,-9.2810144,100.78715217248953
2051,2051,165.3595,9.9957256,2.4353399,0.0,0,6.9312234,0.0,0.17712426,100.76488401342611,7.5586863,359.8313,-9.2809505,100.76488401342611
2052,2052,165.3597,10.002891,2.4633989,0.0,0,6.9060392,0.0,0.1788628,100.5934146083966,7.5325508,359.69492,-9.2802143,100.5934146083966
2053,2053,165.3599,9.9813118,2.4855006,0.0,0,6.8808551,0.0,0.18070939,100.18484805213627,7.5117373,359.55853,-9.2801847,100.18484805213627
2054,2054,165.3601,9.9541254,2.5035887,0.0,0,6.8556719,0.0,0.18263035,99.75562150488406,7.4893522,359.42218,-9.2804461,99.75562150488406
2055,2055,165.3603,9.9875832,2.5281067,0.0,0,6.8304877,0.0,0.18407056,99.87826955499159,7.4636502,359.2858,-9.2804461,99.87826955499159
2056,2056,165.3605,10.065613,2.5543368,0.0,0,6.8053036,0.0,0.18607397,100.42929733425053,7.4380584,359.14941,-9.2804489,100.42929733425053
2057,2057,165.3607,10.120621,2.5773265,0.0,0,6.7801194,0.0,0.1884962,100.77606575964607,7.4139047,359.01306,-9.2809973,100.77606575964607
2058,2058,165.3609,10.121484,2.6056612,0.0,0,6.7554379,0.0,0.19033869,100.53557188445423,7.3883848,358.87668,-9.2813196,100.53557188445423
2059,2059,165.3611,10.104341,2.6310859,0.0,0,6.7313633,0.0,0.19217598,100.14215278865964,7.36481,358.74033,-9.281229,100.14215278865964
2060,2060,165.3613,10.119414,2.6501408,0.0,0,6.7073984,0.0,0.19436148,100.12404602220505,7.3423014,358.60394,-9.2815447,100.12404602220505
2061,2061,165.3615,10.160179,2.6796186,0.0,0,6.6834378,0.0,0.1963878,100.26721880478804,7.316123,358.46756,-9.2818642,100.26721880478804
2062,2062,165.3617,10.176924,2.7089381,0.0,0,6.6594777,0.0,0.19838375,100.17325754172279,7.2916608,358.33121,-9.2821798,100.17325754172279
2063,2063,165.3619,10.177449,2.7256086,0.0,0,6.6355181,0.0,0.20047891,100.0310277030569,7.2654972,358.19482,-9.2809296,100.0310277030569
2064,2064,165.3621,10.204155,2.7484403,0.0,0,6.6115575,0.0,0.20221446,100.09110094141498,7.2413669,358.05844,-9.2802601,100.09110094141498
2065,2065,165.3623,10.254023,2.7746456,0.0,0,6.5875978,0.0,0.20379628,100.34678147269977,7.2174873,357.92209,-9.2807083,100.34678147269977
2066,2066,165.3625,10.297059,2.7914608,0.0,0,6.5636377,0.0,0.20571251,100.61749045802097,7.1919775,357.78571,-9.2808409,100.61749045802097
2067,2067,165.3627,10.299226,2.818002,0.0,0,6.5396781,0.0,0.2078331,100.40114093946109,7.1700912,357.64932,-9.2801523,100.40114093946109
2068,2068,165.3629,10.280476,2.8482873,0.0,0,6.515718,0.0,0.20970513,99.94780390587113,7.145988,357.51297,-9.2795668,99.94780390587113
2069,2069,165.3631,10.29159,2.8629234,0.0,0,6.4917583,0.0,0.21148077,99.92495583166392,7.1200418,357.37659,-9.2800922,99.92495583166392
2070,2070,165.3633,10.340587,2.8854682,0.0,0,6.4677982,0.0,0.21357173,100.19808653266064,7.0962567,357.24023,-9.279604,100.19808653266064
2071,2071,165.3635,10.398922,2.916008,0.0,0,6.4438381,0.0,0.2154444,100.48732907636676,7.0722799,357.10385,-9.2799263,100.48732907636676
2072,2072,165.3637,10.436534,2.9347942,0.0,0,6.419878,0.0,0.21735449,100.68037483182462,7.046452,356.96747,-9.281146,100.68037483182462
2073,2073,165.3639,10.453234,2.9614596,0.0,0,6.3959174,0.0,0.21981135,100.59919954511753,7.0213876,356.83112,-9.2817411,100.59919954511753
2074,2074,165.3641,10.473282,2.9935119,0.0,0,6.3719578,0.0,0.22183646,100.50033558491806,6.9982648,356.69473,-9.2816858,100.50033558491806
2075,2075,165.3643,10.490689,3.0105319,0.0,0,6.3479977,0.0,0.2235942,100.5121569608165,6.9740667,356.55835,-9.2810392,100.5121569608165
2076,2076,165.3645,10.49384,3.0350168,0.0,0,6.324038,0.0,0.22606848,100.31897945030245,6.9473524,356.422,-9.2807322,100.31897945030245
2077,2077,165.3647,10.492865,3.0683355,0.0,0,6.3000779,0.0,0.2281788,100.00571234995618,6.9229746,356.28561,-9.2806759,100.00571234995618
2078,2078,165.3649,10.49893,3.0877049,0.0,0,6.2761183,0.0,0.2298739,99.88670916724075,6.8978038,356.14923,-9.2807693,99.88670916724075
2079,2079,165.3651,10.528118,3.1091053,0.0,0,6.2521582,0.0,0.23223305,99.96850456775776,6.8724694,356.01288,-9.2813206,99.96850456775776
2080,2080,165.3653,10.578212,3.1368823,0.0,0,6.2281981,0.0,0.23406082,100.18867228050686,6.849515,355.8765,-9.2809772,100.18867228050686
2081,2081,165.3655,10.623048,3.154048,0.0,0,6.2042384,0.0,0.23539044,100.45475639172481,6.8261046,355.74011,-9.2797556,100.45475639172481
2082,2082,165.3657,10.644554,3.1767426,0.0,0,6.1802783,0.0,0.23786992,100.4480488376603,6.8025427,355.60376,-9.2794924,100.4480488376603
2083,2083,165.3659,10.653827,3.2077994,0.0,0,6.1567988,0.0,0.24016392,100.24780610301606,6.77737,355.46738,-9.2800064,100.24780610301606
2084,2084,165.3661,10.662606,3.2267425,0.0,0,6.1339011,0.0,0.24155773,100.15474620715082,6.7527723,355.37073,-9.280591,100.15474620715082
2085,2085,165.3663,10.667439,3.2459493,0.0,0,6.1111083,0.0,0.24375215,100.02194281854906,6.727293,355.31375,-9.2804804,100.02194281854906
2086,2086,165.3665,10.676274,3.2742579,0.0,0,6.0883203,0.0,0.24596006,99.84190511981001,6.7028604,355.25677,-9.2801208,99.84190511981001
2087,2087,165.3667,10.701343,3.2977297,0.0,0,6.0655322,0.0,0.24750504,99.85785697309755,6.6798964,355.1998,-9.2802248,99.85785697309755
2088,2088,165.3669,10.740751,3.3204424,0.0,0,6.0427446,0.0,0.24995808,100.01337548186453,6.657402,355.14282,-9.2807665,100.01337548186453
2089,2089,165.3671,10.786111,3.347507,0.0,0,6.0199566,0.0,0.25235602,100.18179465568255,6.6353359,355.08585,-9.2812881,100.18179465568255
2090,2090,165.3673,10.8171,3.3692687,0.0,0,5.9971681,0.0,0.25371528,100.26482789759112,6.6091642,355.02887,-9.2813492,100.26482789759112
2091,2091,165.3675,10.837382,3.3907673,0.0,0,5.97438,0.0,0.25592476,100.2501167410195,6.5859756,354.97189,-9.2812147,100.2501167410195
2092,2092,165.3677,10.856305,3.4178038,0.0,0,5.951592,0.0,0.25844234,100.16977955651485,6.5615416,354.91495,-9.2813358,100.16977955651485
2093,2093,165.3679,10.865079,3.4427173,0.0,0,5.9288039,0.0,0.2600753,100.01520292404349,6.5351949,354.85797,-9.2811298,100.01520292404349
2094,2094,165.3681,10.869115,3.4650776,0.0,0,5.9060163,0.0,0.26228654,99.84086985750962,6.5121017,354.80099,-9.2812243,99.84086985750962
2095,2095,165.3683,10.882879,3.4895372,0.0,0,5.8832283,0.0,0.26474005,99.73565631538314,6.4877572,354.74402,-9.2812185,99.73565631538314
2096,2096,165.3685,10.906929,3.5151849,0.0,0,5.8604403,0.0,0.26636583,99.71261247880264,6.4641418,354.68704,-9.2809067,99.71261247880264
2097,2097,165.3687,10.931976,3.5387933,0.0,0,5.8376522,0.0,0.26849675,99.71697616370636,6.4416862,354.63007,-9.2804356,99.71697616370636
2098,2098,165.3689,10.954626,3.5621493,0.0,0,5.8148637,0.0,0.27108854,99.70088956450212,6.418108,354.57309,-9.2803841,99.70088956450212
2099,2099,165.3691,10.981513,3.5879157,0.0,0,5.7920756,0.0,0.27278176,99.69930516458994,6.3942361,354.51611,-9.2814112,99.69930516458994
2100,2100,165.3693,11.017509,3.610029,0.0,0,5.7692881,0.0,0.27462664,99.81403046153714,6.3689752,354.45914,-9.2816763,99.81403046153714
2101,2101,165.3695,11.043818,3.6296403,0.0,0,5.7465,0.0,0.27701765,99.863839588803,6.3430743,354.40216,-9.2808619,99.863839588803
2102,2102,165.3697,11.054774,3.656214,0.0,0,5.723712,0.0,0.27892065,99.70716727635111,6.3190908,354.34518,-9.2812595,99.70716727635111
2103,2103,165.3699,11.073418,3.6811755,0.0,0,5.7009239,0.0,0.28088048,99.63467824645454,6.297019,354.28821,-9.2815905,99.63467824645454
2104,2104,165.3701,11.105408,3.7000539,0.0,0,5.6781363,0.0,0.28321919,99.73997664561405,6.2730708,354.23123,-9.2810268,99.73997664561405
2105,2105,165.3703,11.127304,3.7264383,0.0,0,5.6553483,0.0,0.28518358,99.68100022667623,6.2495828,354.17426,-9.2809658,99.68100022667623
2106,2106,165.3705,11.143604,3.7520118,0.0,0,5.6325603,0.0,0.28707242,99.5788686556428,6.2259569,354.11728,-9.2809753,99.5788686556428
2107,2107,165.3707,11.167047,3.7698946,0.0,0,5.6097717,0.0,0.28938335,99.61445581443459,6.2013569,354.0603,-9.2815552,99.61445581443459
2108,2108,165.3709,11.185519,3.7971101,0.0,0,5.5874381,0.0,0.29153091,99.51412798594407,6.1790247,354.00333,-9.2817802,99.51412798594407
2109,2109,165.3711,11.204589,3.8252339,0.0,0,5.5656548,0.0,0.29349709,99.40934947836372,6.1580486,353.94638,-9.2817717,99.40934947836372
2110,2110,165.3713,11.234664,3.84235,0.0,0,5.5439701,0.0,0.29574358,99.50870059497309,6.1334825,353.8894,-9.2823067,99.50870059497309
2111,2111,165.3715,11.266157,3.8677287,0.0,0,5.5222902,0.0,0.29795942,99.53860487327945,6.1076565,353.83243,-9.2817726,99.53860487327945
2112,2112,165.3717,11.305867,3.8975136,0.0,0,5.5006099,0.0,0.29985383,99.59612428554404,6.0849323,353.77545,-9.2815256,99.59612428554404
2113,2113,165.3719,11.336103,3.9146395,0.0,0,5.47893,0.0,0.30202842,99.69336154164385,6.0596156,353.71848,-9.2814999,99.69336154164385
2114,2114,165.3721,11.348713,3.9393439,0.0,0,5.4572496,0.0,0.304483,99.5600170699396,6.0337152,353.6615,-9.2809763,99.5600170699396
2115,2115,165.3723,11.353875,3.9689357,0.0,0,5.4355698,0.0,0.30642399,99.3125893434828,6.0104685,353.60452,-9.2812328,99.3125893434828
2116,2116,165.3725,11.36283,3.9843807,0.0,0,5.4138899,0.0,0.30830631,99.23801277977496,5.9855409,353.54755,-9.2813444,99.23801277977496
2117,2117,165.3727,11.384126,4.0083709,0.0,0,5.39221,0.0,0.3107833,99.18604208497833,5.9610429,353.49057,-9.281496,99.18604208497833
2118,2118,165.3729,11.408148,4.0400519,0.0,0,5.3705297,0.0,0.31292361,99.08040648810038,5.9393563,353.43359,-9.2818918,99.08040648810038
2119,2119,165.3731,11.441063,4.0573292,0.0,0,5.3488498,0.0,0.31484061,99.19402073144988,5.9159451,353.37662,-9.2816505,99.19402073144988
2120,2120,165.3733,11.484165,4.0808768,0.0,0,5.3271699,0.0,0.3174673,99.33204948886626,5.8905826,353.31964,-9.2811527,99.33204948886626
2121,2121,165.3735,11.519956,4.1111736,0.0,0,5.30549,0.0,0.31960303,99.33744562297052,5.8661637,353.26266,-9.2811365,99.33744562297052
2122,2122,165.3737,11.540627,4.1264057,0.0,0,5.2838097,0.0,0.32126015,99.362481021863,5.8430037,353.20569,-9.281147,99.362481021863
2123,2123,165.3739,11.560312,4.1487083,0.0,0,5.2621298,0.0,0.3238129,99.30724081397638,5.8189049,353.14871,-9.2803669,99.30724081397638
2124,2124,165.3741,11.569389,4.1805959,0.0,0,5.2404499,0.0,0.32596865,99.06363736610949,5.7941899,353.09174,-9.2802448,99.06363736610949
2125,2125,165.3743,11.576013,4.198945,0.0,0,5.21877,0.0,0.32763168,98.9351921912102,5.7694077,353.03479,-9.2808447,98.9351921912102
2126,2126,165.3745,11.594121,4.220397,0.0,0,5.1970901,0.0,0.33030972,98.8731284511062,5.7454948,352.97781,-9.2809,98.8731284511062
2127,2127,165.3747,11.620594,4.2500482,0.0,0,5.1754103,0.0,0.33262452,98.79848486110683,5.7216105,352.92084,-9.2810555,98.79848486110683
2128,2128,165.3749,11.642632,4.2693334,0.0,0,5.1537299,0.0,0.33416975,98.79008760780076,5.698278,352.86386,-9.2809553,98.79008760780076
2129,2129,165.3751,11.668802,4.2910671,0.0,0,5.13205,0.0,0.33678913,98.79101835079497,5.6754017,352.80688,-9.2807302,98.79101835079497
2130,2130,165.3753,11.708944,4.3202987,0.0,0,5.1103697,0.0,0.33933714,98.83241449071708,5.6515117,352.74991,-9.2808056,98.83241449071708
2131,2131,165.3755,11.748029,4.3404222,0.0,0,5.0886898,0.0,0.34082195,98.95616079053625,5.6291938,352.69293,-9.2810335,98.95616079053625
2132,2132,165.3757,11.779339,4.3603611,0.0,0,5.0670099,0.0,0.34325859,99.015066920279,5.6070838,352.63596,-9.2812853,99.015066920279
2133,2133,165.3759,11.789375,4.3877864,0.0,0,5.0457649,0.0,0.345835,98.81744086330045,5.5814734,352.57898,-9.2811432,98.81744086330045
2134,2134,165.3761,11.780351,4.4096322,0.0,0,5.0250454,0.0,0.34732506,98.51734162789236,5.5567904,352.49033,-9.2809391,98.51734162789236
2135,2135,165.3763,11.786261,4.4288616,0.0,0,5.0044208,0.0,0.34962928,98.369078451228,5.5357814,352.37006,-9.2807264,98.369078451228
2136,2136,165.3765,11.815627,4.4531174,0.0,0,4.9838009,0.0,0.35208818,98.36417248992174,5.5140963,352.24979,-9.2806501,98.36417248992174
2137,2137,165.3767,11.846629,4.4749312,0.0,0,4.9631805,0.0,0.35353616,98.39683022515365,5.4905305,352.12952,-9.2808428,98.39683022515365
2138,2138,165.3769,11.875482,4.4950285,0.0,0,4.9425607,0.0,0.35583708,98.42827029449995,5.4677253,352.00925,-9.2808924,98.42827029449995
2139,2139,165.3771,11.915321,4.5196862,0.0,0,4.9219408,0.0,0.35848498,98.5021422036257,5.4449425,351.88898,-9.2812395,98.5021422036257
2140,2140,165.3773,11.951224,4.5444174,0.0,0,4.9013209,0.0,0.36011955,98.54106326052734,5.4213018,351.76868,-9.2811842,98.54106326052734
2141,2141,165.3775,11.967831,4.5660534,0.0,0,4.8807006,0.0,0.36238655,98.45205661906083,5.3984103,351.64841,-9.2810974,98.45205661906083
2142,2142,165.3777,11.980403,4.5884948,0.0,0,4.8600807,0.0,0.36512721,98.3208726427868,5.3756256,351.52814,-9.2817392,98.3208726427868
2143,2143,165.3779,11.993553,4.614707,0.0,0,4.8394608,0.0,0.36696246,98.15444693176435,5.3526592,351.40787,-9.281538,98.15444693176435
2144,2144,165.3781,12.002568,4.6379089,0.0,0,4.818841,0.0,0.36919084,97.9851880930708,5.3314915,351.2876,-9.281539,97.9851880930708
2145,2145,165.3783,12.020097,4.657464,0.0,0,4.7982206,0.0,0.37186962,97.92314124018773,5.3100905,351.1673,-9.2815113,97.92314124018773
2146,2146,165.3785,12.045468,4.6832986,0.0,0,4.7776008,0.0,0.37371403,97.85821563662927,5.2872243,351.04703,-9.2808714,97.85821563662927
2147,2147,165.3787,12.068984,4.7065139,0.0,0,4.7569809,0.0,0.37575921,97.80469334311873,5.2638683,350.92676,-9.2808437,97.80469334311873
2148,2148,165.3789,12.103669,4.7228737,0.0,0,4.7363605,0.0,0.37823701,97.91292253794009,5.2428207,350.80649,-9.2810392,97.91292253794009
